policy,network,seed,window_start,n_steps,rmse_mean,loss_mean,missed_violation_pct,false_alarm_pct,avg_aoi,max_aoi,choice_fairness,packet_success_pct,runtime_us_mean,final_dual_f,final_dual_s,mean_pbad,final_q_s,final_q_e,mean_q_f
h_no_mode,burst,2035,20160,2015,0.7224376715723037,0.03174886269644334,0.3143093465674111,0.3143093465674111,14.65541770057899,178.0,0.648301743148461,84.71464019851118,354.6731993694681,1.2,0.05,0.14726598185569137,0.0013333333333321474,7.346541666666574,234.22222222221953
h_no_constraint_bonus,burst,2035,20160,2015,0.7224376715723037,0.03174886269644334,0.3143093465674111,0.3143093465674111,14.65541770057899,178.0,0.648301743148461,84.71464019851118,352.0662556044184,1.2,0.05,0.14726598185569137,0.0013333333333321474,7.346541666666574,234.22222222221953
h_no_rmse_cost,burst,2035,20160,2015,0.7250407018266068,0.03181606699751861,0.3143093465674111,0.3143093465674111,1.835070306038048,23.0,0.9999995074167035,84.71464019851118,225.02880267308976,0.05,0.05,0.14726598185569137,0.0013333333333321474,7.466333333333256,6.444444444444368
h_no_reliability,burst,2035,20160,2015,0.7230223950326744,0.03201509511993383,0.3143093465674111,0.3308519437551696,1.833912324234905,23.0,0.9999995074167035,84.71464019851118,225.13139452762144,0.05,0.05,0.14726598185569137,0.0013333333333321474,7.466333333333256,6.444444444444368
oracle,burst,2035,20160,2015,0.7249850012190122,0.031591191066997516,0.3143093465674111,0.2977667493796526,14.668982630272954,178.0,0.6339941966200613,84.71464019851118,49.64357033422767,1.2,0.05,0.14726598185569137,0.0013333333333321474,7.455916666666581,240.33333333333053
error_trigger,burst,2036,22176,2015,0.8126321268770756,0.05207557899090157,0.5459057071960298,0.5955334987593052,22.394871794871793,243.0,0.5957707900377971,85.21091811414392,3.4580437036661,1.2,0.06200000000000004,0.14779849073746423,1.088666666666665,8.843874999999588,258.99999999999704
generic_voi,burst,2036,22176,2015,0.8421661316762988,0.057237386269644336,0.5293631100082713,0.9594706368899917,22.20744416873449,243.0,0.628710015833014,85.21091811414392,6.971172797759398,1.2,0.06200000000000004,0.14779849073746423,0.42199999999999843,10.244916666666278,243.88888888888744
cvoi_sf,burst,2036,22176,2015,0.8549716779789563,0.05488006617038875,0.5293631100082713,0.7775020678246485,1.6600496277915633,16.0,0.9984340699942188,85.21091811414392,20.14616991927103,0.05,0.06200000000000004,0.14779849073746423,0.42199999999999843,10.994916666666294,15.111111111110612
b2croi_h,burst,2036,22176,2015,0.8520473993406689,0.033447063688999176,0.24813895781637718,0.47973531844499584,1.8941273779983456,19.0,0.9999995074167035,85.21091811414392,223.68929932406982,0.05,0.05,0.14779849073746423,0.0,10.807416666666281,6.444444444444522
h_no_mode,burst,2036,22176,2015,0.8442633772334562,0.033503928866832094,0.24813895781637718,0.49627791563275436,22.301075268817204,244.0,0.6168446377522333,85.21091811414392,426.10589582958346,1.2,0.05,0.14779849073746423,0.0,10.421999999999615,251.22222222222015
h_no_constraint_bonus,burst,2036,22176,2015,0.8442633772334562,0.033503928866832094,0.24813895781637718,0.49627791563275436,22.301075268817204,244.0,0.6168446377522333,85.21091811414392,422.32369692654123,1.2,0.05,0.14779849073746423,0.0,10.421999999999615,251.22222222222015
